[18,12]
Metier:D_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10,F_1_Zunique @ Fileyeurs exclusifs-0-10,F_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10,F_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10,G_1_Zunique @ Fileyeurs exclusifs-0-10,G_2_Zunique @ Fileyeurs exclusifs-0-10,G_3_Zunique @ Fileyeurs exclusifs-0-10,G_4_Zunique @ Fileyeurs exclusifs-0-10,G_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10,G_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10,L_1_Zunique @ Fileyeurs exclusifs-0-10,L_3_Zunique @ Fileyeurs exclusifs-0-10,L_low_activity_3_Zunique @ Fileyeurs exclusifs-0-10,L_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10,M_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10,M_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10,O_2_Zunique @ Fileyeurs exclusifs-0-10,O_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10
fr.ifremer.isisfish.types.Month:0,1,2,3,4,5,6,7,8,9,10,11
9;0;0.34
4;0;0.146
6;0;0.457
8;0;0.011
13;0;0.001
5;0;0.017
7;0;0.028
9;1;0.241
4;1;0.26
6;1;0.459
8;1;0.008
5;1;0.023
7;1;0.01
9;2;0.208
4;2;0.359
6;2;0.369
8;2;0.016
5;2;0.049
9;3;0.274
3;3;0
4;3;0.386
6;3;0.264
8;3;0.036
5;3;0.04
9;4;0.242
4;4;0.445
6;4;0.263
8;4;0.013
5;4;0.035
7;4;0.001
14;4;0
9;5;0.24
4;5;0.435
6;5;0.249
8;5;0.03
5;5;0.044
7;5;0.002
9;6;0.27
3;6;0.001
4;6;0.423
6;6;0.235
8;6;0.03
5;6;0.04
7;6;0.001
9;7;0.27
3;7;0.001
4;7;0.392
6;7;0.308
8;7;0.029
7;7;0.001
9;8;0.322
4;8;0.373
6;8;0.239
8;8;0.042
13;8;0.012
5;8;0.009
7;8;0.003
9;9;0.402
4;9;0.238
6;9;0.27
8;9;0.02
13;9;0.031
5;9;0.037
7;9;0.002
9;10;0.355
4;10;0.275
6;10;0.301
8;10;0.013
13;10;0.023
11;10;0.004
5;10;0.029
9;11;0.264
4;11;0.376
6;11;0.315
8;11;0.003
13;11;0.012
11;11;0.008
5;11;0.02
7;11;0.003
5;7;0
11;0;0
11;1;0
11;2;0
11;3;0
11;4;0
11;5;0
11;6;0
11;7;0
11;8;0
11;9;0
3;0;0
3;1;0
3;2;0
3;4;0
3;5;0
3;8;0
3;9;0
3;10;0
3;11;0
13;1;0
13;2;0
13;3;0
13;4;0
13;5;0
13;6;0
13;7;0
7;2;0
7;3;0
7;10;0
1;0;0
1;1;0
1;2;0
1;3;0
1;4;0
1;5;0
1;6;0
1;7;0
1;8;0
1;9;0
1;10;0
1;11;0
15;0;0
15;1;0
15;2;0
15;3;0
15;4;0
15;5;0
15;6;0
15;7;0
15;8;0
15;9;0
15;10;0
15;11;0
2;0;0
2;1;0
2;2;0
2;3;0
2;4;0
2;5;0
2;6;0
2;7;0
2;8;0
2;9;0
2;10;0
2;11;0
14;0;0
14;1;0
14;2;0
14;3;0
14;5;0
14;6;0
14;7;0
14;8;0
14;9;0
14;10;0
14;11;0
16;0;0
16;1;0
16;2;0
16;3;0
16;4;0
16;5;0
16;6;0
16;7;0
16;8;0
16;9;0
16;10;0
16;11;0
17;0;0
17;1;0
17;2;0
17;3;0
17;4;0
17;5;0
17;6;0
17;7;0
17;8;0
17;9;0
17;10;0
17;11;0
10;0;0
10;1;0
10;2;0
10;3;0
10;4;0
10;5;0
10;6;0
10;7;0
10;8;0
10;9;0
10;10;0
10;11;0
12;0;0
12;1;0
12;2;0
12;3;0
12;4;0
12;5;0
12;6;0
12;7;0
12;8;0
12;9;0
12;10;0
12;11;0
0;0;0
0;1;0
0;2;0
0;3;0
0;4;0
0;5;0
0;6;0
0;7;0
0;8;0
0;9;0
0;10;0
0;11;0
